date,open,high,low,close,volume
2022-01-17T09:15:00+0530,18235.65,18297.55,18234.05,18296.4,0
2022-01-17T09:20:00+0530,18295.6,18304.0,18282.95,18299.45,0
2022-01-17T09:25:00+0530,18300.7,18300.7,18245.2,18256.75,0
2022-01-17T09:30:00+0530,18257.5,18268.65,18244.9,18255.65,0
2022-01-17T09:35:00+0530,18255.6,18284.25,18249.85,18276.15,0
2022-01-17T09:40:00+0530,18276.0,18279.2,18253.6,18263.45,0
2022-01-17T09:45:00+0530,18262.25,18262.25,18237.05,18253.5,0
2022-01-17T09:50:00+0530,18252.65,18267.9,18238.5,18257.4,0
2022-01-17T09:55:00+0530,18257.75,18271.3,18252.3,18261.05,0
2022-01-17T10:00:00+0530,18261.35,18284.25,18261.35,18279.85,0
2022-01-17T10:05:00+0530,18279.6,18288.95,18269.3,18283.2,0
2022-01-17T10:10:00+0530,18283.45,18290.5,18277.55,18288.75,0
2022-01-17T10:15:00+0530,18288.5,18292.9,18278.7,18280.7,0
2022-01-17T10:20:00+0530,18281.05,18286.2,18271.6,18285.15,0
2022-01-17T10:25:00+0530,18286.7,18294.55,18269.85,18272.15,0
2022-01-17T10:30:00+0530,18271.65,18283.9,18271.65,18277.6,0
2022-01-17T10:35:00+0530,18277.6,18287.1,18276.4,18284.45,0
2022-01-17T10:40:00+0530,18284.3,18288.45,18279.1,18287.0,0
2022-01-17T10:45:00+0530,18287.55,18294.0,18285.7,18286.8,0
2022-01-17T10:50:00+0530,18285.95,18291.55,18285.95,18287.95,0
2022-01-17T10:55:00+0530,18288.15,18303.3,18286.95,18301.45,0
2022-01-17T11:00:00+0530,18302.1,18312.1,18292.2,18305.55,0
2022-01-17T11:05:00+0530,18306.2,18307.95,18297.6,18300.95,0
2022-01-17T11:10:00+0530,18300.7,18301.0,18293.7,18299.95,0
2022-01-17T11:15:00+0530,18299.1,18313.45,18298.3,18312.15,0
2022-01-17T11:20:00+0530,18312.45,18312.6,18305.0,18308.1,0
2022-01-17T11:25:00+0530,18307.55,18308.85,18290.2,18291.9,0
2022-01-17T11:30:00+0530,18291.75,18293.3,18280.7,18290.8,0
2022-01-17T11:35:00+0530,18291.6,18295.45,18283.95,18294.9,0
2022-01-17T11:40:00+0530,18294.85,18296.35,18289.85,18290.55,0
2022-01-17T11:45:00+0530,18291.4,18293.45,18286.5,18288.35,0
2022-01-17T11:50:00+0530,18288.6,18304.75,18286.95,18302.55,0
2022-01-17T11:55:00+0530,18302.95,18313.4,18302.8,18307.3,0
2022-01-17T12:00:00+0530,18307.65,18309.15,18301.05,18302.55,0
2022-01-17T12:05:00+0530,18302.1,18306.55,18297.45,18298.25,0
2022-01-17T12:10:00+0530,18297.65,18300.75,18291.1,18295.05,0
2022-01-17T12:15:00+0530,18295.5,18299.75,18278.05,18297.4,0
2022-01-17T12:20:00+0530,18297.2,18302.15,18294.25,18298.85,0
2022-01-17T12:25:00+0530,18299.55,18302.1,18287.6,18296.9,0
2022-01-17T12:30:00+0530,18296.95,18301.2,18289.0,18295.55,0
2022-01-17T12:35:00+0530,18295.6,18303.75,18293.7,18295.5,0
2022-01-17T12:40:00+0530,18295.6,18302.75,18295.6,18297.35,0
2022-01-17T12:45:00+0530,18297.45,18301.4,18287.55,18287.55,0
2022-01-17T12:50:00+0530,18286.2,18294.75,18279.95,18290.7,0
2022-01-17T12:55:00+0530,18290.2,18295.85,18287.1,18287.2,0
2022-01-17T13:00:00+0530,18286.9,18301.55,18286.25,18295.85,0
2022-01-17T13:05:00+0530,18296.1,18304.7,18294.8,18294.8,0
2022-01-17T13:10:00+0530,18294.55,18301.05,18294.15,18295.45,0
2022-01-17T13:15:00+0530,18295.75,18301.2,18293.05,18299.15,0
2022-01-17T13:20:00+0530,18298.1,18300.05,18291.85,18300.05,0
2022-01-17T13:25:00+0530,18299.75,18302.45,18292.5,18295.65,0
2022-01-17T13:30:00+0530,18296.35,18298.7,18291.25,18293.9,0
2022-01-17T13:35:00+0530,18293.3,18294.5,18281.75,18283.25,0
2022-01-17T13:40:00+0530,18283.2,18283.8,18267.15,18267.15,0
2022-01-17T13:45:00+0530,18267.35,18280.4,18260.65,18278.8,0
2022-01-17T13:50:00+0530,18278.7,18291.25,18276.3,18290.7,0
2022-01-17T13:55:00+0530,18290.45,18302.55,18288.65,18301.85,0
2022-01-17T14:00:00+0530,18301.85,18309.25,18301.85,18305.25,0
2022-01-17T14:05:00+0530,18304.85,18309.25,18287.75,18299.1,0
2022-01-17T14:10:00+0530,18299.15,18303.0,18294.1,18298.0,0
2022-01-17T14:15:00+0530,18298.35,18301.3,18292.0,18298.1,0
2022-01-17T14:20:00+0530,18298.65,18302.9,18295.85,18301.45,0
2022-01-17T14:25:00+0530,18301.75,18311.7,18301.4,18307.35,0
2022-01-17T14:30:00+0530,18307.5,18312.8,18305.85,18307.25,0
2022-01-17T14:35:00+0530,18307.4,18320.15,18302.35,18316.75,0
2022-01-17T14:40:00+0530,18316.6,18321.05,18293.45,18301.5,0
2022-01-17T14:45:00+0530,18300.9,18316.6,18300.15,18308.5,0
2022-01-17T14:50:00+0530,18307.95,18311.8,18295.45,18298.2,0
2022-01-17T14:55:00+0530,18298.4,18307.15,18298.4,18306.9,0
2022-01-17T15:00:00+0530,18306.65,18315.6,18295.55,18305.2,0
2022-01-17T15:05:00+0530,18305.1,18308.55,18301.2,18305.25,0
2022-01-17T15:10:00+0530,18304.4,18309.25,18303.1,18305.65,0
2022-01-17T15:15:00+0530,18304.15,18313.05,18301.7,18308.2,0
2022-01-17T15:20:00+0530,18308.2,18313.45,18302.8,18309.6,0
2022-01-17T15:25:00+0530,18309.6,18314.8,18306.5,18309.7,0
2022-01-18T09:15:00+0530,18337.2,18348.9,18323.0,18347.95,0
2022-01-18T09:20:00+0530,18349.15,18350.6,18334.25,18340.65,0
2022-01-18T09:25:00+0530,18341.1,18348.35,18332.85,18342.45,0
2022-01-18T09:30:00+0530,18342.95,18342.95,18321.0,18321.0,0
2022-01-18T09:35:00+0530,18322.45,18323.85,18272.7,18272.7,0
2022-01-18T09:40:00+0530,18271.9,18279.25,18247.35,18256.95,0
2022-01-18T09:45:00+0530,18256.35,18279.25,18247.0,18277.75,0
2022-01-18T09:50:00+0530,18278.1,18288.95,18267.05,18268.05,0
2022-01-18T09:55:00+0530,18265.85,18265.9,18218.35,18218.9,0
2022-01-18T10:00:00+0530,18218.2,18236.0,18205.8,18235.05,0
2022-01-18T10:05:00+0530,18236.2,18248.25,18230.6,18232.45,0
2022-01-18T10:10:00+0530,18231.75,18244.9,18228.65,18237.7,0
2022-01-18T10:15:00+0530,18236.1,18236.1,18193.45,18195.75,0
2022-01-18T10:20:00+0530,18196.0,18205.8,18186.75,18204.8,0
2022-01-18T10:25:00+0530,18205.0,18234.5,18204.2,18233.65,0
2022-01-18T10:30:00+0530,18232.65,18241.1,18221.4,18237.5,0
2022-01-18T10:35:00+0530,18237.5,18242.0,18225.6,18229.8,0
2022-01-18T10:40:00+0530,18229.65,18236.15,18221.0,18233.85,0
2022-01-18T10:45:00+0530,18234.05,18239.2,18222.0,18238.3,0
2022-01-18T10:50:00+0530,18238.45,18244.0,18233.35,18241.35,0
2022-01-18T10:55:00+0530,18241.2,18241.2,18228.95,18239.15,0
2022-01-18T11:00:00+0530,18238.75,18242.3,18232.45,18233.6,0
2022-01-18T11:05:00+0530,18233.55,18239.05,18227.05,18228.65,0
2022-01-18T11:10:00+0530,18227.8,18237.4,18222.05,18235.65,0
2022-01-18T11:15:00+0530,18235.7,18240.4,18234.7,18238.9,0
2022-01-18T11:20:00+0530,18238.45,18252.75,18238.45,18243.9,0
2022-01-18T11:25:00+0530,18243.3,18256.0,18236.95,18254.85,0
2022-01-18T11:30:00+0530,18255.05,18264.8,18249.4,18264.75,0
2022-01-18T11:35:00+0530,18263.7,18266.9,18258.05,18263.3,0
2022-01-18T11:40:00+0530,18262.9,18268.7,18259.8,18260.5,0
2022-01-18T11:45:00+0530,18259.65,18261.55,18252.5,18254.2,0
2022-01-18T11:50:00+0530,18253.05,18256.05,18247.05,18249.45,0
2022-01-18T11:55:00+0530,18248.7,18260.65,18248.65,18257.25,0
2022-01-18T12:00:00+0530,18256.4,18259.1,18251.75,18254.05,0
2022-01-18T12:05:00+0530,18252.8,18261.65,18252.8,18261.4,0
2022-01-18T12:10:00+0530,18261.55,18263.35,18255.8,18255.8,0
2022-01-18T12:15:00+0530,18255.8,18266.15,18255.8,18265.05,0
2022-01-18T12:20:00+0530,18265.1,18271.65,18261.75,18262.4,0
2022-01-18T12:25:00+0530,18263.35,18263.7,18257.95,18261.4,0
2022-01-18T12:30:00+0530,18260.95,18269.85,18257.85,18258.4,0
2022-01-18T12:35:00+0530,18258.15,18264.65,18254.8,18255.25,0
2022-01-18T12:40:00+0530,18255.0,18267.6,18254.8,18264.3,0
2022-01-18T12:45:00+0530,18264.7,18269.65,18260.0,18267.65,0
2022-01-18T12:50:00+0530,18267.85,18283.55,18267.85,18274.65,0
2022-01-18T12:55:00+0530,18275.35,18286.05,18275.2,18285.05,0
2022-01-18T13:00:00+0530,18284.75,18284.75,18275.5,18282.2,0
2022-01-18T13:05:00+0530,18282.1,18302.55,18279.85,18301.55,0
2022-01-18T13:10:00+0530,18301.45,18317.85,18300.8,18310.7,0
2022-01-18T13:15:00+0530,18310.25,18314.1,18305.65,18311.25,0
2022-01-18T13:20:00+0530,18312.1,18318.05,18298.15,18301.5,0
2022-01-18T13:25:00+0530,18300.6,18308.85,18293.6,18300.3,0
2022-01-18T13:30:00+0530,18300.35,18316.2,18299.0,18312.85,0
2022-01-18T13:35:00+0530,18312.4,18314.1,18293.3,18296.85,0
2022-01-18T13:40:00+0530,18296.8,18300.3,18276.6,18276.6,0
2022-01-18T13:45:00+0530,18278.45,18278.8,18258.55,18271.95,0
2022-01-18T13:50:00+0530,18271.5,18274.7,18261.75,18265.6,0
2022-01-18T13:55:00+0530,18264.75,18270.5,18257.95,18262.25,0
2022-01-18T14:00:00+0530,18261.15,18271.45,18247.3,18247.3,0
2022-01-18T14:05:00+0530,18246.15,18274.4,18246.15,18273.9,0
2022-01-18T14:10:00+0530,18274.85,18285.9,18273.75,18280.65,0
2022-01-18T14:15:00+0530,18280.75,18282.2,18269.95,18275.7,0
2022-01-18T14:20:00+0530,18275.2,18276.1,18252.8,18256.7,0
2022-01-18T14:25:00+0530,18257.4,18262.35,18239.65,18245.7,0
2022-01-18T14:30:00+0530,18245.7,18250.6,18232.1,18242.45,0
2022-01-18T14:35:00+0530,18242.3,18242.5,18204.65,18207.9,0
2022-01-18T14:40:00+0530,18208.45,18220.3,18195.85,18214.55,0
2022-01-18T14:45:00+0530,18212.4,18212.4,18173.6,18176.65,0
2022-01-18T14:50:00+0530,18176.25,18184.2,18132.25,18153.05,0
2022-01-18T14:55:00+0530,18152.8,18156.9,18125.65,18132.35,0
2022-01-18T15:00:00+0530,18134.15,18143.15,18115.9,18134.2,0
2022-01-18T15:05:00+0530,18134.05,18141.1,18105.95,18122.15,0
2022-01-18T15:10:00+0530,18122.2,18122.2,18088.6,18097.6,0
2022-01-18T15:15:00+0530,18096.55,18111.35,18087.45,18110.55,0
2022-01-18T15:20:00+0530,18109.75,18129.4,18101.7,18128.45,0
2022-01-18T15:25:00+0530,18127.85,18133.7,18111.4,18113.8,0
2022-01-19T09:15:00+0530,18129.2,18129.2,18025.3,18054.75,0
2022-01-19T09:20:00+0530,18055.25,18087.85,18036.05,18079.35,0
2022-01-19T09:25:00+0530,18076.6,18103.95,18071.1,18079.55,0
2022-01-19T09:30:00+0530,18081.45,18088.15,18020.7,18020.7,0
2022-01-19T09:35:00+0530,18020.7,18026.4,17967.8,17979.5,0
2022-01-19T09:40:00+0530,17978.45,17984.85,17950.75,17964.6,0
2022-01-19T09:45:00+0530,17964.85,18024.4,17961.3,18022.2,0
2022-01-19T09:50:00+0530,18021.35,18035.95,18013.8,18020.85,0
2022-01-19T09:55:00+0530,18020.7,18048.45,18019.9,18048.45,0
2022-01-19T10:00:00+0530,18048.5,18054.75,18021.5,18042.05,0
2022-01-19T10:05:00+0530,18041.45,18045.25,18028.2,18042.45,0
2022-01-19T10:10:00+0530,18042.65,18045.8,18033.3,18038.1,0
2022-01-19T10:15:00+0530,18038.7,18065.2,18038.7,18053.85,0
2022-01-19T10:20:00+0530,18053.7,18060.35,18003.5,18003.5,0
2022-01-19T10:25:00+0530,18003.3,18014.35,17989.15,18003.55,0
2022-01-19T10:30:00+0530,18003.75,18021.45,17999.7,18008.6,0
2022-01-19T10:35:00+0530,18008.1,18017.6,18004.3,18012.5,0
2022-01-19T10:40:00+0530,18012.8,18029.0,18010.0,18020.95,0
2022-01-19T10:45:00+0530,18021.2,18028.9,18007.35,18008.3,0
2022-01-19T10:50:00+0530,18007.4,18007.6,17992.15,17993.4,0
2022-01-19T10:55:00+0530,17993.75,17995.65,17976.1,17977.05,0
2022-01-19T11:00:00+0530,17977.65,17985.6,17969.4,17972.55,0
2022-01-19T11:05:00+0530,17972.05,17991.45,17968.05,17985.3,0
2022-01-19T11:10:00+0530,17984.35,17990.35,17972.6,17977.35,0
2022-01-19T11:15:00+0530,17976.8,17976.8,17946.1,17946.1,0
2022-01-19T11:20:00+0530,17945.25,17961.3,17942.05,17958.55,0
2022-01-19T11:25:00+0530,17959.5,17978.65,17959.5,17975.95,0
2022-01-19T11:30:00+0530,17976.0,17987.05,17961.75,17987.05,0
2022-01-19T11:35:00+0530,17986.85,17991.85,17976.6,17982.25,0
2022-01-19T11:40:00+0530,17982.4,17989.75,17976.55,17978.75,0
2022-01-19T11:45:00+0530,17978.85,17992.3,17970.05,17990.1,0
2022-01-19T11:50:00+0530,17991.0,17996.3,17980.65,17987.85,0
2022-01-19T11:55:00+0530,17988.7,17990.0,17976.8,17983.8,0
2022-01-19T12:00:00+0530,17983.85,17996.85,17983.85,17986.4,0
2022-01-19T12:05:00+0530,17987.3,17989.7,17968.05,17969.25,0
2022-01-19T12:10:00+0530,17970.15,17972.3,17959.15,17959.9,0
2022-01-19T12:15:00+0530,17959.5,17973.25,17955.85,17968.3,0
2022-01-19T12:20:00+0530,17970.7,17974.35,17965.85,17970.8,0
2022-01-19T12:25:00+0530,17970.8,17971.45,17951.25,17951.25,0
2022-01-19T12:30:00+0530,17951.8,17951.8,17923.85,17929.1,0
2022-01-19T12:35:00+0530,17927.45,17928.4,17911.6,17912.0,0
2022-01-19T12:40:00+0530,17912.7,17918.2,17890.95,17899.5,0
2022-01-19T12:45:00+0530,17900.05,17913.65,17888.75,17889.25,0
2022-01-19T12:50:00+0530,17888.75,17912.0,17885.3,17904.05,0
2022-01-19T12:55:00+0530,17903.75,17909.55,17888.3,17895.15,0
2022-01-19T13:00:00+0530,17896.65,17909.35,17891.0,17898.8,0
2022-01-19T13:05:00+0530,17898.3,17928.7,17895.6,17920.45,0
