date,open,high,low,close,volume
2022-04-11T09:15:00+0530,17740.9,17754.7,17702.0,17711.75,0
2022-04-11T09:20:00+0530,17714.3,17714.3,17684.65,17684.65,0
2022-04-11T09:25:00+0530,17685.35,17695.8,17671.3,17684.15,0
2022-04-11T09:30:00+0530,17684.35,17695.2,17676.6,17689.5,0
2022-04-11T09:35:00+0530,17689.9,17703.4,17683.4,17699.7,0
2022-04-11T09:40:00+0530,17699.2,17699.9,17655.1,17671.15,0
2022-04-11T09:45:00+0530,17671.75,17677.75,17665.1,17677.15,0
2022-04-11T09:50:00+0530,17677.35,17700.6,17676.25,17676.25,0
2022-04-11T09:55:00+0530,17676.1,17700.0,17667.85,17698.35,0
2022-04-11T10:00:00+0530,17699.2,17704.8,17685.0,17690.4,0
2022-04-11T10:05:00+0530,17689.9,17718.85,17686.7,17709.05,0
2022-04-11T10:10:00+0530,17708.75,17716.3,17703.35,17708.5,0
2022-04-11T10:15:00+0530,17708.35,17713.55,17692.2,17710.2,0
2022-04-11T10:20:00+0530,17709.05,17718.65,17701.65,17717.65,0
2022-04-11T10:25:00+0530,17717.9,17729.9,17714.65,17719.4,0
2022-04-11T10:30:00+0530,17719.3,17719.75,17702.55,17702.95,0
2022-04-11T10:35:00+0530,17702.45,17710.05,17697.85,17702.0,0
2022-04-11T10:40:00+0530,17701.6,17701.95,17682.9,17685.9,0
2022-04-11T10:45:00+0530,17685.15,17685.15,17674.5,17682.55,0
2022-04-11T10:50:00+0530,17682.0,17695.9,17679.25,17680.35,0
2022-04-11T10:55:00+0530,17679.5,17683.45,17667.45,17683.1,0
2022-04-11T11:00:00+0530,17682.65,17686.6,17670.7,17673.65,0
2022-04-11T11:05:00+0530,17673.4,17686.25,17664.85,17684.3,0
2022-04-11T11:10:00+0530,17684.55,17691.25,17683.1,17686.35,0
2022-04-11T11:15:00+0530,17685.6,17694.6,17679.15,17686.1,0
2022-04-11T11:20:00+0530,17685.8,17691.0,17679.45,17690.2,0
2022-04-11T11:25:00+0530,17690.45,17699.15,17689.9,17694.0,0
2022-04-11T11:30:00+0530,17694.2,17702.95,17690.75,17700.3,0
2022-04-11T11:35:00+0530,17700.25,17702.55,17691.75,17701.6,0
2022-04-11T11:40:00+0530,17701.8,17713.1,17698.05,17709.7,0
2022-04-11T11:45:00+0530,17710.25,17714.9,17706.2,17712.55,0
2022-04-11T11:50:00+0530,17712.35,17713.8,17704.7,17712.25,0
2022-04-11T11:55:00+0530,17712.65,17715.15,17705.55,17713.35,0
2022-04-11T12:00:00+0530,17713.0,17729.25,17701.2,17721.15,0
2022-04-11T12:05:00+0530,17721.25,17728.55,17715.9,17719.7,0
2022-04-11T12:10:00+0530,17719.3,17727.35,17717.4,17727.35,0
2022-04-11T12:15:00+0530,17727.05,17740.25,17722.85,17735.1,0
2022-04-11T12:20:00+0530,17735.4,17736.2,17715.05,17720.6,0
2022-04-11T12:25:00+0530,17720.35,17720.9,17702.9,17703.45,0
2022-04-11T12:30:00+0530,17702.35,17710.1,17677.35,17689.25,0
2022-04-11T12:35:00+0530,17688.7,17708.1,17688.7,17700.45,0
2022-04-11T12:40:00+0530,17700.6,17702.55,17687.85,17692.1,0
2022-04-11T12:45:00+0530,17690.9,17703.8,17686.1,17701.85,0
2022-04-11T12:50:00+0530,17701.8,17718.2,17697.35,17717.7,0
2022-04-11T12:55:00+0530,17717.25,17739.85,17713.05,17739.75,0
