date,open,high,low,close,volume
2021-01-08T12:05:00+0530,14275.25,14287.3,14272.15,14285.5,0
2021-01-08T12:10:00+0530,14286.2,14288.0,14277.85,14287.8,0
2021-01-08T12:15:00+0530,14288.45,14291.7,14287.25,14291.25,0
2021-01-08T12:20:00+0530,14291.35,14295.45,14288.55,14289.9,0
2021-01-08T12:25:00+0530,14290.75,14296.2,14288.6,14293.95,0
2021-01-08T12:30:00+0530,14294.25,14295.45,14287.0,14291.3,0
2021-01-08T12:35:00+0530,14291.6,14299.05,14284.0,14298.95,0
2021-01-08T12:40:00+0530,14299.15,14299.95,14294.85,14298.15,0
2021-01-08T12:45:00+0530,14298.9,14301.75,14292.0,14292.35,0
2021-01-08T12:50:00+0530,14292.95,14292.95,14289.05,14289.3,0
2021-01-08T12:55:00+0530,14289.0,14297.0,14287.75,14292.85,0
2021-01-08T13:00:00+0530,14293.75,14295.05,14286.2,14291.1,0
2021-01-08T13:05:00+0530,14292.1,14292.5,14282.55,14291.3,0
2021-01-08T13:10:00+0530,14291.75,14292.9,14286.7,14289.15,0
2021-01-08T13:15:00+0530,14289.05,14295.2,14282.45,14294.3,0
2021-01-08T13:20:00+0530,14295.25,14298.5,14295.15,14297.8,0
2021-01-08T13:25:00+0530,14298.15,14298.7,14285.75,14291.5,0
2021-01-08T13:30:00+0530,14292.0,14292.35,14281.7,14281.8,0
2021-01-08T13:35:00+0530,14283.0,14285.95,14269.15,14269.15,0
2021-01-08T13:40:00+0530,14268.55,14273.55,14262.05,14273.15,0
2021-01-08T13:45:00+0530,14273.9,14291.1,14273.55,14290.55,0
2021-01-08T13:50:00+0530,14290.05,14290.1,14280.35,14286.6,0
2021-01-08T13:55:00+0530,14286.4,14296.45,14284.7,14295.5,0
2021-01-08T14:00:00+0530,14295.5,14296.6,14280.4,14284.3,0
2021-01-08T14:05:00+0530,14283.95,14290.8,14278.8,14282.15,0
2021-01-08T14:10:00+0530,14281.8,14287.6,14272.75,14286.0,0
2021-01-08T14:15:00+0530,14285.65,14286.35,14260.8,14276.75,0
2021-01-08T14:20:00+0530,14275.85,14291.2,14268.3,14291.2,0
2021-01-08T14:25:00+0530,14291.45,14298.1,14285.4,14296.65,0
2021-01-08T14:30:00+0530,14296.95,14298.05,14286.85,14291.05,0
2021-01-08T14:35:00+0530,14290.8,14319.65,14290.35,14319.5,0
2021-01-08T14:40:00+0530,14319.7,14321.45,14310.8,14317.1,0
2021-01-08T14:45:00+0530,14317.3,14334.7,14316.7,14326.1,0
2021-01-08T14:50:00+0530,14326.15,14326.15,14316.95,14318.25,0
2021-01-08T14:55:00+0530,14318.1,14319.15,14305.55,14310.7,0
2021-01-08T15:00:00+0530,14312.2,14340.8,14312.2,14336.25,0
2021-01-08T15:05:00+0530,14337.1,14346.85,14334.5,14346.85,0
2021-01-08T15:10:00+0530,14346.7,14357.75,14343.6,14357.25,0
2021-01-08T15:15:00+0530,14357.45,14358.5,14345.35,14352.55,0
2021-01-08T15:20:00+0530,14352.45,14366.85,14346.45,14350.15,0
2021-01-08T15:25:00+0530,14348.8,14356.2,14343.45,14343.9,0
2021-01-11T09:15:00+0530,14474.05,14474.05,14404.9,14422.25,0
2021-01-11T09:20:00+0530,14419.65,14439.4,14413.0,14438.7,0
2021-01-11T09:25:00+0530,14438.1,14452.05,14438.1,14451.35,0
2021-01-11T09:30:00+0530,14452.7,14463.1,14451.55,14452.7,0
2021-01-11T09:35:00+0530,14452.7,14464.0,14450.65,14457.3,0
2021-01-11T09:40:00+0530,14457.75,14462.9,14453.35,14460.9,0
2021-01-11T09:45:00+0530,14460.95,14460.95,14438.45,14439.75,0
2021-01-11T09:50:00+0530,14440.55,14457.95,14435.95,14452.45,0
2021-01-11T09:55:00+0530,14451.1,14478.95,14450.65,14471.3,0
2021-01-11T10:00:00+0530,14471.1,14472.55,14461.7,14462.4,0
2021-01-11T10:05:00+0530,14462.05,14463.95,14443.3,14446.45,0
2021-01-11T10:10:00+0530,14446.25,14449.2,14438.25,14444.4,0
2021-01-11T10:15:00+0530,14445.1,14445.1,14417.25,14420.25,0
2021-01-11T10:20:00+0530,14420.7,14420.7,14389.95,14412.3,0
2021-01-11T10:25:00+0530,14412.2,14421.45,14398.3,14400.5,0
2021-01-11T10:30:00+0530,14400.3,14410.9,14384.1,14408.65,0
2021-01-11T10:35:00+0530,14408.95,14431.75,14407.95,14423.1,0
2021-01-11T10:40:00+0530,14423.05,14434.65,14423.05,14426.55,0
2021-01-11T10:45:00+0530,14426.5,14437.55,14419.5,14437.2,0
2021-01-11T10:50:00+0530,14436.2,14442.1,14430.7,14433.55,0
2021-01-11T10:55:00+0530,14434.3,14435.6,14428.0,14428.95,0
2021-01-11T11:00:00+0530,14429.15,14439.8,14423.35,14439.35,0
2021-01-11T11:05:00+0530,14439.95,14453.8,14439.7,14453.45,0
2021-01-11T11:10:00+0530,14454.2,14455.0,14443.0,14443.0,0
2021-01-11T11:15:00+0530,14443.0,14443.55,14417.75,14428.35,0
2021-01-11T11:20:00+0530,14428.9,14428.9,14414.0,14422.65,0
2021-01-11T11:25:00+0530,14422.25,14434.0,14416.5,14431.05,0
2021-01-11T11:30:00+0530,14431.05,14432.55,14421.5,14428.3,0
2021-01-11T11:35:00+0530,14428.35,14435.55,14423.3,14423.5,0
2021-01-11T11:40:00+0530,14423.5,14425.25,14406.85,14411.6,0
2021-01-11T11:45:00+0530,14412.2,14420.5,14406.85,14411.9,0
2021-01-11T11:50:00+0530,14411.65,14413.4,14396.55,14398.75,0
2021-01-11T11:55:00+0530,14398.3,14410.7,14397.9,14403.9,0
2021-01-11T12:00:00+0530,14403.25,14426.6,14394.35,14426.1,0
2021-01-11T12:05:00+0530,14425.75,14437.8,14420.9,14436.65,0
2021-01-11T12:10:00+0530,14436.15,14439.0,14432.05,14433.6,0
2021-01-11T12:15:00+0530,14433.35,14440.55,14426.1,14431.6,0
2021-01-11T12:20:00+0530,14431.7,14432.6,14425.95,14430.6,0
2021-01-11T12:25:00+0530,14429.85,14430.8,14422.1,14427.35,0
2021-01-11T12:30:00+0530,14427.05,14435.7,14420.45,14431.4,0
2021-01-11T12:35:00+0530,14430.65,14443.2,14430.55,14440.7,0
2021-01-11T12:40:00+0530,14440.2,14448.3,14438.6,14448.25,0
2021-01-11T12:45:00+0530,14448.2,14448.65,14436.0,14437.1,0
2021-01-11T12:50:00+0530,14437.5,14439.45,14431.1,14436.8,0
2021-01-11T12:55:00+0530,14436.0,14441.35,14433.5,14435.6,0
2021-01-11T13:00:00+0530,14434.5,14437.15,14423.6,14425.1,0
2021-01-11T13:05:00+0530,14425.55,14433.95,14419.2,14431.85,0
2021-01-11T13:10:00+0530,14431.7,14442.0,14425.55,14441.95,0
2021-01-11T13:15:00+0530,14440.6,14443.65,14435.45,14443.2,0
2021-01-11T13:20:00+0530,14443.4,14456.8,14441.35,14451.75,0
2021-01-11T13:25:00+0530,14451.55,14455.7,14447.6,14449.75,0
2021-01-11T13:30:00+0530,14449.25,14463.05,14449.25,14455.5,0
2021-01-11T13:35:00+0530,14455.45,14469.5,14455.45,14466.9,0
2021-01-11T13:40:00+0530,14467.1,14467.95,14460.9,14462.15,0
2021-01-11T13:45:00+0530,14462.3,14470.2,14462.3,14465.1,0
2021-01-11T13:50:00+0530,14465.7,14473.35,14441.0,14449.3,0
2021-01-11T13:55:00+0530,14448.45,14457.35,14446.75,14455.5,0
2021-01-11T14:00:00+0530,14455.75,14456.25,14443.7,14447.9,0
2021-01-11T14:05:00+0530,14448.5,14466.4,14435.75,14465.95,0
2021-01-11T14:10:00+0530,14464.35,14465.95,14459.15,14461.7,0
2021-01-11T14:15:00+0530,14461.9,14465.0,14458.05,14462.5,0
2021-01-11T14:20:00+0530,14462.25,14465.65,14450.8,14456.3,0
2021-01-11T14:25:00+0530,14456.3,14466.5,14445.45,14466.5,0
2021-01-11T14:30:00+0530,14466.75,14478.3,14466.1,14468.95,0
2021-01-11T14:35:00+0530,14469.95,14482.75,14469.4,14479.65,0
2021-01-11T14:40:00+0530,14480.5,14480.7,14466.1,14472.8,0
2021-01-11T14:45:00+0530,14472.35,14476.0,14470.0,14471.7,0
2021-01-11T14:50:00+0530,14472.1,14488.1,14469.9,14485.65,0
2021-01-11T14:55:00+0530,14485.45,14486.5,14465.6,14474.1,0
2021-01-11T15:00:00+0530,14474.3,14485.35,14474.3,14479.95,0
2021-01-11T15:05:00+0530,14480.75,14487.85,14478.35,14479.05,0
2021-01-11T15:10:00+0530,14479.1,14491.45,14478.2,14486.8,0
2021-01-11T15:15:00+0530,14487.15,14487.2,14481.2,14484.1,0
2021-01-11T15:20:00+0530,14483.75,14496.45,14478.3,14489.05,0
2021-01-11T15:25:00+0530,14489.0,14491.25,14482.25,14483.05,0
2021-01-12T09:15:00+0530,14473.8,14473.8,14435.95,14461.2,0
2021-01-12T09:20:00+0530,14462.25,14479.45,14460.45,14475.95,0
2021-01-12T09:25:00+0530,14477.85,14490.05,14473.3,14489.65,0
2021-01-12T09:30:00+0530,14489.35,14496.55,14481.8,14487.55,0
2021-01-12T09:35:00+0530,14487.35,14494.15,14485.0,14491.5,0
2021-01-12T09:40:00+0530,14491.25,14497.85,14487.05,14497.55,0
2021-01-12T09:45:00+0530,14496.35,14499.6,14486.7,14492.1,0
2021-01-12T09:50:00+0530,14492.2,14493.35,14478.05,14478.8,0
2021-01-12T09:55:00+0530,14476.5,14477.0,14466.65,14471.9,0
2021-01-12T10:00:00+0530,14472.7,14480.0,14469.25,14475.2,0
2021-01-12T10:05:00+0530,14475.4,14486.15,14475.4,14481.1,0
2021-01-12T10:10:00+0530,14480.65,14480.65,14458.25,14459.1,0
2021-01-12T10:15:00+0530,14458.4,14469.9,14451.4,14468.75,0
2021-01-12T10:20:00+0530,14467.45,14470.0,14460.95,14461.95,0
